date,employee_id,role,warehouse_id,shift,tasks_completed,picks,hours_worked,picks_per_hour,errors,rework,overtime_hours
2024-04-27,E-1041,Picker,WH-02,Day,82,169,7.099833983913312,23.80337348491774,0,2,3.365734358540087
2025-09-05,E-1093,Picker,WH-03,Night,164,103,9.376535906219265,10.984867015939457,3,1,3.111880837298422
2025-02-16,E-1103,Supervisor,WH-02,Day,168,157,7.469804507480034,21.017952992315262,1,0,1.998445475784985
2024-12-26,E-1079,Supervisor,WH-03,Night,66,141,7.031279466819612,20.053249293442907,2,1,1.87400932137454
2025-09-03,E-1053,Supervisor,WH-03,Day,198,150,9.1876931729173,16.326187343974137,2,0,1.4023186170217756
2024-09-20,E-1081,Picker,WH-02,Day,162,85,6.914941296472738,12.292222935190772,0,1,3.252221703248065
2025-08-01,E-1118,Packer,WH-03,Night,147,109,6.048095351293477,18.022202638833843,3,2,2.2501991137735873
2025-08-17,E-1077,Picker,WH-01,Night,129,56,9.44195211793498,5.930976910339129,3,2,2.5263479308107204
2024-07-22,E-1082,Picker,WH-02,Night,127,144,10.86801671721522,13.24988760570273,2,0,2.764304694906472
2025-03-05,E-1107,Packer,WH-01,Night,62,76,10.500291773687728,7.237894111708918,2,1,1.4375087506566513
2025-05-12,E-1012,Packer,WH-03,Night,101,129,7.1733681524490045,17.98318408570165,1,0,3.8004836953181327
2024-03-19,E-1031,Packer,WH-01,Day,56,55,6.27329198437228,8.767326650347748,4,0,3.546072953186467
2025-01-18,E-1079,Picker,WH-01,Day,141,152,10.22016189512275,14.872562838024827,4,2,1.4552455959561095
2024-07-17,E-1124,Picker,WH-03,Night,108,190,9.852531246847308,19.284384412462302,1,2,1.9711658957717817
2026-01-19,E-1096,Packer,WH-01,Day,160,124,10.036045655355341,12.355463920576355,3,0,1.054059794714743
2024-07-01,E-1055,Packer,WH-02,Day,188,95,8.501116297582476,11.17500298484516,2,1,1.9873893909116092
2025-03-29,E-1020,Packer,WH-02,Day,178,56,7.139858773582876,7.843292392168488,1,2,3.829222557504672
2024-06-28,E-1110,Packer,WH-02,Day,50,112,6.376119044409583,17.565544058999137,0,0,1.1735875794508237
2025-10-23,E-1071,Packer,WH-01,Day,138,166,11.234919091550356,14.77536230099303,2,0,1.2024423314846584
2024-03-31,E-1065,Picker,WH-02,Day,196,132,10.401743544795622,12.690180202149332,4,2,2.774924970170177
2025-03-26,E-1077,Packer,WH-02,Night,144,128,7.725383774969234,16.568756158720383,4,1,0.07464321792280781
2025-07-05,E-1028,Picker,WH-03,Day,138,181,6.0031625102782105,30.15077464421528,4,0,2.211999066627183
2024-09-21,E-1141,Picker,WH-03,Night,58,74,6.636883067323606,11.149812231035929,0,2,2.4005093882319035
2025-12-23,E-1083,Picker,WH-01,Night,184,76,10.598424096579562,7.170877416061086,2,1,0.7537075662269777
2024-05-14,E-1135,Picker,WH-02,Day,55,67,6.261909678286705,10.699611371323961,2,2,2.6881792529125437
2024-05-30,E-1132,Picker,WH-02,Night,130,182,6.6018632813517435,27.56797471315328,0,2,3.5660259982603284
2025-07-13,E-1059,Supervisor,WH-01,Day,70,88,10.045697895598353,8.759968786096811,4,1,3.934083705188316
2025-06-26,E-1073,Picker,WH-03,Night,113,152,11.260907641933754,13.498023856796161,3,2,3.247881545753245
2024-08-15,E-1084,Supervisor,WH-01,Night,108,84,10.966165422066878,7.6599245740876185,0,1,3.6300559134521166
2025-02-23,E-1014,Picker,WH-02,Night,70,107,11.900269812513352,8.99139277392581,1,2,3.796907533708459
2025-08-06,E-1102,Packer,WH-01,Night,191,157,6.9854185195402625,22.47538920693513,1,2,2.321695396740207
2025-12-29,E-1016,Picker,WH-02,Day,174,179,10.358346726312295,17.28074998158768,3,0,3.0030789996483263
2025-11-29,E-1046,Picker,WH-01,Night,59,93,7.835776060451157,11.868639338659888,4,0,2.366064722681394
2025-02-13,E-1072,Packer,WH-03,Day,80,86,9.654250079668852,8.907993815191274,2,0,0.9771562785566545
2024-08-27,E-1138,Packer,WH-03,Night,87,57,11.231844382787829,5.074856635954581,0,1,3.5124686427394174
2024-08-09,E-1041,Packer,WH-01,Day,192,113,8.932733945339253,12.650102498458372,3,0,1.0256152259494233
2024-11-19,E-1003,Picker,WH-01,Day,76,148,9.422492287248673,15.707096964174365,0,2,1.175585942669143
2025-10-27,E-1002,Packer,WH-01,Day,98,157,10.833180923480825,14.492511581681782,2,1,2.1668927525872874
2025-10-19,E-1118,Supervisor,WH-03,Night,163,119,9.123150828084613,13.043739190814607,3,1,3.0491327166607713
2025-10-11,E-1119,Supervisor,WH-02,Day,62,98,9.706206421104778,10.096632582108786,2,2,3.3208436472157636
2024-03-10,E-1090,Picker,WH-02,Night,54,162,10.969922502297173,14.76765218405838,1,0,2.3685610273457387
2025-11-09,E-1134,Picker,WH-01,Day,135,91,8.366113964736092,10.877212572476662,3,0,3.339067895056562
2024-03-06,E-1078,Supervisor,WH-01,Night,155,50,7.752987424393254,6.4491269317276085,1,1,2.335851605664886
2024-10-16,E-1027,Supervisor,WH-03,Day,159,100,11.05470342711748,9.045923362783062,0,1,3.6321532466811277
2024-10-03,E-1131,Supervisor,WH-03,Night,66,171,8.974180185478973,19.054665324938906,2,2,2.556894983467009
2025-09-27,E-1067,Packer,WH-01,Day,180,124,8.015819445520858,15.469410313288641,4,2,2.0393683913049743
2024-12-04,E-1043,Supervisor,WH-01,Day,105,153,11.203448934119505,13.656508892904101,3,1,0.4059514506199986
2024-04-22,E-1007,Packer,WH-02,Night,64,196,10.435647018930979,18.781777463768424,4,1,2.317086791618284
2025-04-25,E-1014,Supervisor,WH-01,Night,185,129,10.733640018414162,12.018290140035743,4,0,1.6827425237110663
2024-05-16,E-1026,Packer,WH-01,Day,61,152,10.68260073893307,14.228744826719142,4,1,3.251837583591022
2024-09-05,E-1006,Packer,WH-02,Night,180,118,11.322203776162723,10.421999315047843,0,1,1.5631501520984266
2025-06-19,E-1005,Picker,WH-01,Night,180,155,10.328050974132509,15.007671862601262,3,0,3.4980216100963917
2026-01-14,E-1050,Supervisor,WH-01,Day,59,158,11.196974945876889,14.110954142858114,1,0,0.754879195924604
2025-02-04,E-1012,Packer,WH-01,Night,194,98,9.09000983969144,10.781066437583373,4,0,2.0398621882634784
2025-11-24,E-1039,Supervisor,WH-01,Night,170,56,11.774137982679818,4.756186829335449,3,0,1.2016364939076118
2024-12-30,E-1074,Packer,WH-03,Night,196,113,10.386728966353687,10.879267223208311,0,0,3.41706852983062
2024-05-30,E-1023,Supervisor,WH-03,Day,148,88,6.56720358072363,13.399919603269465,1,0,0.21845469529720019
2024-08-22,E-1147,Picker,WH-01,Night,59,51,6.727826276232854,7.5804573284191115,1,1,3.027722611794338
2024-07-19,E-1100,Supervisor,WH-02,Night,100,157,8.442412441731406,18.596580193587624,3,1,0.6858837837545324
2025-03-14,E-1084,Picker,WH-01,Day,173,113,8.341273446373279,13.547092146838985,3,2,0.44868478192296424
2025-02-27,E-1049,Packer,WH-02,Day,196,146,8.599338218342956,16.978050670058817,3,0,3.4041081313792287
2025-04-14,E-1062,Picker,WH-02,Day,137,187,8.118899977531813,23.032676904199153,4,2,0.143479950103111
2024-04-13,E-1144,Supervisor,WH-02,Night,159,90,10.715864597423627,8.398762338004751,3,0,2.05760256566618
2025-11-15,E-1008,Packer,WH-02,Night,111,192,8.097363956983163,23.71142028689711,1,0,2.3026598815367763
2024-09-15,E-1003,Picker,WH-02,Day,136,195,6.092624928374384,32.0059091594252,0,0,3.3306960687639937
2024-11-19,E-1133,Packer,WH-02,Night,99,116,6.625680497154113,17.50763563830534,0,2,3.941982875288559
2025-10-16,E-1074,Picker,WH-02,Night,97,77,11.601955088831968,6.6368124519047775,1,1,1.67805978341958
2025-01-06,E-1003,Supervisor,WH-03,Night,59,51,9.99198386318725,5.1040915095845625,0,1,2.291178009554424
2025-08-11,E-1132,Picker,WH-01,Night,139,122,10.431628731442501,11.695201501206961,0,0,1.1442958217399268
2024-06-11,E-1010,Supervisor,WH-01,Night,105,196,7.657982865817765,25.594207173649764,3,1,0.14548567101137078
2026-01-06,E-1106,Picker,WH-01,Day,155,171,7.222072986926591,23.67741233154864,2,2,1.9138309711725228
2025-02-13,E-1059,Supervisor,WH-03,Night,173,137,6.333744461310356,21.630174825786508,3,0,1.9935406475468476
2024-09-17,E-1141,Supervisor,WH-01,Night,62,101,9.69141752140917,10.42159207121996,1,2,3.2160029628870643
2025-08-11,E-1082,Picker,WH-01,Night,169,116,6.638527342578791,17.4737549480272,0,1,1.7258812706622408
2025-06-29,E-1076,Supervisor,WH-03,Night,169,165,6.672778306090645,24.727331320058184,2,2,1.766508818770152
2026-02-06,E-1147,Picker,WH-02,Night,109,64,8.722730319879483,7.337152204985772,2,2,2.409813869420444
2025-10-18,E-1108,Packer,WH-03,Night,70,51,8.440768281962189,6.042104023751763,3,1,3.2152834225263396
2024-06-07,E-1086,Supervisor,WH-02,Day,114,110,6.255284216877685,17.58513221560799,0,1,2.3021825163995993
2025-02-01,E-1029,Packer,WH-02,Day,66,190,9.116274138437078,20.841848008815386,1,2,1.8334281106498214
2025-08-10,E-1130,Supervisor,WH-02,Day,172,133,8.930005278917282,14.89360821700719,2,2,3.2207445212641668
2025-10-08,E-1107,Picker,WH-01,Day,185,127,11.094289320986302,11.447330813679327,1,0,0.753583783988311
2026-01-16,E-1128,Picker,WH-01,Night,59,143,7.280944479665894,19.640309083439398,0,1,3.4217337210668304
2024-11-29,E-1084,Picker,WH-03,Night,85,53,9.768303927705038,5.4257116068717375,4,0,2.9197717404272865
2025-04-24,E-1072,Picker,WH-02,Night,125,88,6.806223488840588,12.9293432906345,2,1,1.3644820536269902
2025-05-09,E-1078,Picker,WH-02,Day,106,149,11.900607022777152,12.520369735327083,3,1,2.3709151385902367
2026-02-28,E-1034,Supervisor,WH-01,Day,56,50,8.014469964029402,6.238715750936785,3,1,0.48101268935681585
2025-05-20,E-1125,Picker,WH-03,Night,183,159,7.410545963978784,21.45590902112583,4,2,2.3986221376825587
2025-10-21,E-1026,Packer,WH-02,Day,166,198,10.471341294759087,18.908752415423525,2,2,1.018339739090385
2025-11-13,E-1073,Supervisor,WH-03,Day,85,136,10.712372837896194,12.695599943915795,2,1,0.858120915490086
2024-08-22,E-1080,Picker,WH-02,Day,64,91,9.694583966590951,9.386684391367407,2,0,2.6111472356367273
2024-12-07,E-1143,Supervisor,WH-01,Day,103,145,7.07855558116178,20.484405093306005,4,0,3.8203991813038574
2024-07-18,E-1134,Supervisor,WH-03,Day,104,188,6.294619841448246,29.86677587136788,3,1,3.8858203805579126
2024-10-21,E-1133,Packer,WH-03,Day,55,80,7.286214581449636,10.979638206604054,3,0,2.1402003568878536
2025-05-10,E-1071,Packer,WH-02,Day,119,79,8.790875132693241,8.986591073987528,3,1,1.9708599665664543
2024-04-01,E-1053,Packer,WH-01,Night,88,131,11.587097565246482,11.305678515464658,3,2,2.1638630581612937
2025-01-13,E-1038,Packer,WH-01,Day,169,179,9.616903148059025,18.613060487785766,2,2,3.539170750997852
2024-08-28,E-1066,Supervisor,WH-02,Day,64,153,9.90936481739146,15.439940179765802,0,0,3.0595059423647055
2025-05-04,E-1011,Packer,WH-01,Day,153,115,6.796927475599004,16.919409602772788,0,1,2.992407831094249
2024-03-15,E-1075,Supervisor,WH-01,Night,60,91,6.190912426853729,14.698964179379763,2,1,0.6797634423464038
2024-11-20,E-1136,Packer,WH-01,Day,106,132,8.064891474284057,16.367238222721156,3,1,0.3035830068978642
2025-09-25,E-1138,Supervisor,WH-03,Night,178,147,9.951751327057528,14.771269414693469,0,1,1.4308788781504798
2025-06-16,E-1124,Supervisor,WH-02,Day,58,65,10.18555539413332,6.381586225277291,0,2,3.3095320607492376
2024-09-25,E-1011,Packer,WH-01,Day,166,183,8.735764507219539,20.94836689436425,2,2,1.9458061358335619
2024-12-08,E-1002,Supervisor,WH-02,Night,94,139,7.987019092511867,17.403238728991866,0,0,0.9236679743303831
2024-09-30,E-1032,Supervisor,WH-02,Day,79,102,8.168169946840663,12.487497280765101,0,1,3.793443993828247
2024-07-08,E-1101,Packer,WH-01,Day,163,132,11.629821387394593,11.35013132214335,1,0,1.3306977109933276
2025-04-03,E-1130,Packer,WH-03,Night,178,102,9.223677574846949,11.058495830139911,2,1,2.5925779278055177
2024-07-01,E-1110,Packer,WH-02,Night,73,76,11.63571327398598,6.5316150553411765,0,2,1.2552903308401722
2025-10-30,E-1047,Packer,WH-02,Night,151,125,11.309357553878005,11.052794060537702,0,1,3.1766985952797224
2025-05-18,E-1140,Packer,WH-01,Night,191,78,7.166425314708298,10.884087473836306,4,0,2.9815318252439744
2024-11-10,E-1140,Picker,WH-03,Night,85,153,7.091775177273607,21.574287985088098,4,2,3.1376328486109566
2025-10-19,E-1102,Picker,WH-01,Day,54,128,9.772816405405084,13.097554961659426,1,2,2.6231974176366863
2025-10-23,E-1017,Picker,WH-03,Day,164,171,11.902250436116915,14.367030917204293,3,2,1.4096261617773522
2025-03-09,E-1028,Packer,WH-03,Day,185,191,11.439801396103892,16.696094048018157,2,0,3.3544909996488483
2025-10-14,E-1013,Packer,WH-02,Day,117,99,6.054309850535178,16.351987665654207,2,2,1.4763441972372795
2025-06-13,E-1070,Picker,WH-02,Night,178,146,8.878458558870985,16.444295936271832,4,2,0.17711084653199505
2025-08-21,E-1041,Picker,WH-03,Day,166,66,11.97972010507915,5.509310686817916,2,2,3.2473323345394434
2025-10-02,E-1144,Supervisor,WH-02,Night,134,142,10.215121950460695,13.900959840581825,0,0,1.3929941651614333
2024-12-28,E-1021,Packer,WH-02,Night,138,84,10.482031713728906,8.013713590465528,2,2,3.0415524100795843
2025-03-24,E-1080,Supervisor,WH-01,Night,156,167,6.442043391726173,25.923451589054203,3,1,2.827598509834199
2024-04-12,E-1007,Supervisor,WH-03,Night,98,109,10.584044352567297,10.298520713734598,1,2,0.2587169029064169
2024-04-08,E-1011,Supervisor,WH-01,Day,64,86,9.277227621210606,9.270010773841255,1,2,0.43804698094904326
2024-05-06,E-1128,Supervisor,WH-01,Day,130,96,7.6826209027085115,12.495735663093198,0,2,2.734476770725207
2025-03-09,E-1057,Packer,WH-03,Day,158,138,9.141253946466975,15.096397147279335,0,0,1.1189973535487572
2024-09-30,E-1044,Supervisor,WH-02,Night,108,122,9.44259827235113,12.920172655997467,0,2,2.5104680073396315
2024-05-07,E-1067,Supervisor,WH-02,Day,147,132,11.418058243566463,11.560634670468227,1,0,3.2130706416902446
2025-08-12,E-1008,Packer,WH-01,Night,140,69,10.907961377337779,6.3256549609126225,1,1,3.387321643342934
2024-06-13,E-1090,Picker,WH-02,Day,54,72,10.316135471250913,6.979357745024788,3,0,2.9503036228916435
2025-06-03,E-1041,Supervisor,WH-01,Night,153,166,8.35797164491537,19.86127819672459,2,0,2.765609478101426
2025-12-12,E-1118,Packer,WH-03,Day,138,131,7.615927921278624,17.200793042432924,1,1,2.3816210725316993
2025-02-24,E-1042,Supervisor,WH-03,Day,152,142,7.624548859952034,18.62405272866116,2,1,0.8616370071437212
2025-06-10,E-1125,Supervisor,WH-01,Night,137,153,7.916944829488417,19.325636757012322,3,1,1.9883316412580645
2025-08-17,E-1099,Picker,WH-01,Day,73,174,7.369272943726213,23.61155589278775,2,1,2.7798429795320567
2025-12-04,E-1050,Packer,WH-01,Night,154,118,7.098418323175036,16.623421532477398,2,2,2.604832362944202
2025-09-21,E-1018,Picker,WH-03,Day,129,80,8.813335766897733,9.077153318097144,0,0,3.6826707668307987
2025-07-05,E-1037,Supervisor,WH-03,Day,98,193,10.004929629330992,19.29049050322061,1,1,0.014418636629160986
2024-09-22,E-1133,Picker,WH-02,Night,89,154,8.567071786254328,17.975803616714114,1,0,3.4007672850748856
2024-06-26,E-1119,Picker,WH-02,Night,181,105,6.003354563417548,17.490221323897007,4,1,2.847101882407112
2025-01-03,E-1011,Picker,WH-02,Day,175,153,8.520007872056105,17.957729886824275,1,2,3.542089667556548
2024-10-20,E-1019,Packer,WH-01,Night,82,127,11.122699128030996,11.418091826285178,1,2,2.3093154812237264
2024-05-05,E-1100,Picker,WH-03,Day,59,88,9.49614919078745,9.266914223017041,1,1,2.736534259826084
2025-06-10,E-1120,Picker,WH-03,Day,94,159,11.30806779744173,14.060757580173972,3,2,1.8159711021282936
2024-11-25,E-1045,Picker,WH-01,Day,196,158,6.750623890214591,23.405244103293903,2,1,3.3301908071133264
2025-08-28,E-1035,Packer,WH-02,Night,140,184,11.284810567819406,16.30510312018067,2,2,0.8012976417809732
2025-06-05,E-1144,Picker,WH-02,Day,60,54,6.449090444481713,8.373273791842403,3,0,1.5497252053787465
2024-05-03,E-1055,Picker,WH-02,Day,76,142,7.922643738833372,17.92331003147061,0,1,0.3272741774983374
2026-02-10,E-1033,Supervisor,WH-02,Day,64,154,7.424991649476813,20.740764066832494,3,1,0.10533963527553425
2025-05-31,E-1061,Supervisor,WH-01,Day,164,70,9.491481891642147,7.375033824975155,3,2,0.2762367158584609
2025-08-14,E-1146,Supervisor,WH-01,Night,99,123,7.837130530920706,15.694519762649655,3,1,0.16937497991704564
2025-12-06,E-1108,Supervisor,WH-01,Day,132,60,9.09545360848779,6.596702328733618,1,1,2.3044561538937933
2024-04-11,E-1031,Picker,WH-03,Night,65,50,10.576424806182285,4.727495435959917,0,0,0.10252340001254412
2025-09-17,E-1014,Supervisor,WH-01,Day,188,83,6.821279938478726,12.167804392808803,0,1,0.7743345147375096
2024-05-14,E-1116,Picker,WH-03,Night,104,127,9.162533608593762,13.860794996799099,0,2,2.9592584961917376
2025-05-08,E-1018,Picker,WH-02,Day,164,173,7.92002711827283,21.843359551239416,2,1,3.0308976878050644
2025-10-10,E-1040,Supervisor,WH-02,Night,136,124,8.045379210497448,15.412573696738535,0,0,1.365151150769516
2025-12-12,E-1068,Picker,WH-03,Day,163,199,7.7333663125164875,25.73264888253355,0,2,2.936317875624121
2024-04-12,E-1013,Picker,WH-01,Night,194,66,6.184236958177978,10.672294811200953,3,1,0.5335649487032561
2025-08-13,E-1086,Picker,WH-03,Night,192,59,9.41034820310846,6.269693610328989,1,0,0.06970184763560017
2025-10-22,E-1009,Supervisor,WH-01,Day,84,145,9.167097094798631,15.817439097734912,4,1,1.2475146559521026
